"","head_x","head_y","head_p","center_x","center_y","center_p","leftleg_x","leftleg_y","leftleg_p","rightleg_x","rightleg_y","rightleg_p","Movement_head","Movement_center","Movement_leftleg","Movement_rightleg","All_bp_movements_Animal_1_sum","All_bp_movements_Animal_1_mean","All_bp_movements_Animal_1_min","All_bp_movements_Animal_1_max","Mean_All_bp_movements_Animal_1_mean_2","Sum_All_bp_movements_Animal_1_mean_2","Mean_All_bp_movements_Animal_1_mean_5","Sum_All_bp_movements_Animal_1_mean_5","Mean_All_bp_movements_Animal_1_mean_6","Sum_All_bp_movements_Animal_1_mean_6","Mean_All_bp_movements_Animal_1_mean_7.5","Sum_All_bp_movements_Animal_1_mean_7.5","Mean_All_bp_movements_Animal_1_mean_15","Sum_All_bp_movements_Animal_1_mean_15","Sum_probabilities","Mean_probabilities","Low_prob_detections_0.1","Low_prob_detections_0.5","Low_prob_detections_0.75","walk"
"68",231.4273,867.2243,0.15003745,235.25894,872.5297,0.14866422,238.39763,872.2695,0.1439043,233.90018,882.2905,0.121043265,0.9015815,1.4956784,6.1815705,42.26752,50.84635,12.711588,0.9015815,42.26752,22.535572,45.071144,33.875282,169.37642,32.155643,192.93385,44.875298,314.12708,31.521523,472.82285,0.56364924,0.14091231,0,4,4,1
"69",231.8567,867.0335,0.16191334,234.61916,874.4678,0.1767565,238.39763,872.2695,0.16019826,233.90018,882.0739,0.14245033,3.5906925,15.596223,0,1.6553092,20.842226,5.2105565,0,15.596223,8.961072,17.922144,34.335228,171.67613,29.097828,174.58698,28.306345,198.14441,30.306774,454.60162,0.64131844,0.16032961,0,4,4,1
"70",233.04129,867.2243,0.2091815,234.50914,875.60254,0.21654548,238.39763,872.8054,0.20059165,234.012,880.67444,0.16612367,9.168978,8.712258,4.0955963,10.728526,32.70536,8.17634,4.0955963,10.728526,6.693448,13.386896,34.81761,174.08806,29.975412,179.85248,26.109043,182.7633,27.616034,414.2405,0.7924423,0.19811058,0,4,4,1
"71",233.04129,867.2243,0.24717219,234.3211,875.60254,0.26351562,237.53017,872.2695,0.23293996,234.20451,880.27167,0.21018103,0,1.4369102,7.79209,3.4114118,12.640411,3.1601028,0,7.79209,5.6682215,11.336443,12.323628,61.61814,29.54136,177.24817,26.144653,183.01257,25.803888,387.05832,0.9538088,0.2384522,0,4,4,1
"72",231.8567,867.0188,0.2037964,234.3211,874.4678,0.23761596,236.34181,871.60266,0.18317115,234.20451,880.134,0.19534484,9.187524,8.6716,10.413053,1.0522338,29.32441,7.3311024,1.0522338,10.413053,5.2456026,10.491205,7.317938,36.58969,11.491541,68.94924,26.368465,184.57927,23.65667,354.85004,0.8199283,0.20498207,0,4,4,1
"73",218.36836,867.0188,0.14412816,218.00565,866.50146,0.1841464,225.20439,869.4139,0.16063915,234.012,878.7529,0.14583232,103.0746,138.74706,86.73741,10.655638,339.21472,84.80368,10.655638,138.74706,46.06739,92.13478,21.736357,108.681786,20.23223,121.39337,21.964703,153.75293,29.0502,435.753,0.634746,0.1586865,0,4,4,1
"74",217.46288,849.1052,0.19672996,218.00565,866.3373,0.22735152,223.73827,869.2085,0.2006037,218.80443,878.7529,0.25993484,137.06592,1.2546582,11.313169,116.21248,265.84622,66.461555,1.2546582,137.06592,75.632614,151.26523,33.986557,169.93279,29.190556,175.14334,26.836418,187.85492,33.227608,498.41415,0.88462,0.221155,0,4,4,1
"75",217.46288,849.1052,0.22198859,218.00565,859.50226,0.24652077,223.24416,869.2085,0.21317272,207.91745,875.8101,0.27169845,0,52.23156,3.7758682,86.18138,142.18881,35.547203,0,86.18138,51.00438,102.00876,39.460728,197.30365,34.246666,205.47998,30.098648,210.69054,35.422894,531.3434,0.9533806,0.23834515,0,4,4,1
"76",218.36836,866.0485,0.17630546,218.35622,865.4205,0.21013513,222.83234,869.2085,0.1758682,206.74971,875.8101,0.16412464,129.66129,45.304806,3.1470232,8.923581,187.0367,46.759174,3.1470232,129.66129,41.15319,82.30638,48.180542,240.90271,40.677135,244.06282,36.034164,252.23917,38.10512,571.5768,0.7264334,0.18160835,0,4,4,1
"77",218.8909,866.0485,0.20918322,218.35622,865.4205,0.23169547,222.83234,869.4139,0.20661795,206.74971,875.8101,0.20962995,3.9931011,0,1.5694888,0,5.5625896,1.3906474,0,3.9931011,24.074911,48.149822,46.99245,234.96227,40.38223,242.29337,35.06478,245.45346,30.11828,451.77423,0.8571266,0.21428165,0,4,4,1
"78",218.8909,865.875,0.21554203,218.35622,859.50226,0.21412925,222.2541,869.414,0.23326768,207.1899,875.90894,0.20979358,1.3260198,45.22553,4.4187055,3.4475062,54.41776,13.60444,1.3260198,45.22553,7.4975433,14.995087,32.752605,163.76302,41.427784,248.5667,36.556828,255.8978,29.454748,441.82123,0.8727325,0.21818313,0,4,4,1
"79",218.8909,866.0485,0.17446344,203.13208,859.50226,0.18477307,221.38118,869.6031,0.18311259,206.74971,875.90894,0.18258226,1.3260198,116.33911,6.8253813,3.3637898,127.8543,31.963575,1.3260198,116.33911,22.784008,45.568016,25.853008,129.26505,32.621098,195.7266,40.075752,280.53027,31.391598,470.87396,0.72493136,0.18123284,0,4,4,1
"80",218.88582,866.0485,0.18495795,203.13208,857.618,0.24873158,221.22754,869.6031,0.20144252,206.74971,875.90894,0.22840406,0.038829107,14.399185,1.1740849,0,15.612099,3.9030247,0,14.399185,17.9333,35.8666,19.524172,97.620865,22.194677,133.16806,28.518517,199.62962,31.267504,469.01257,0.8635361,0.21588403,0,4,4,1
"81",202.98834,865.875,0.1669518,203.06384,857.618,0.20813452,208.89925,869.6031,0.17958207,204.92003,875.3187,0.18757126,121.491844,0.5214527,94.209785,14.691422,230.9145,57.728626,0.5214527,121.491844,30.815826,61.631653,21.718063,108.59032,25.89158,155.34949,27.270956,190.8967,27.407412,411.11118,0.7422396,0.1855599,0,4,4,1
"82",202.98834,865.43414,0.17991118,202.70651,858.2606,0.22703232,206.73308,868.03534,0.19471827,204.77043,875.19476,0.18912673,3.3689206,5.619003,20.433832,1.4846652,30.906422,7.7266054,1.4846652,20.433832,32.727615,65.45523,22.985254,114.92627,19.386152,116.31692,23.296585,163.0761,25.765215,386.4782,0.79078853,0.19769713,0,4,4,1
"83",202.7433,858.60236,0.17762788,202.43979,858.2606,0.18473206,202.23933,852.5867,0.15657665,202.93001,864.4894,0.15357901,52.24041,2.0382366,122.948006,83.008026,260.23468,65.05867,2.0382366,122.948006,36.39264,72.78528,33.2761,166.38051,29.99749,179.98494,25.910799,181.3756,29.25502,438.82532,0.6725156,0.1681289,0,4,4,1
"84",202.7433,856.2705,0.15603895,201.51762,857.618,0.1838638,194.0699,841.2216,0.15137985,202.78033,864.4894,0.15921892,17.81941,8.589323,106.95837,1.1437678,134.51086,33.627716,1.1437678,106.95837,49.343193,98.686386,33.60893,168.04465,33.3347,200.00822,30.516094,213.61266,31.149498,467.24246,0.65050155,0.16262539,0,4,4,1
"85",202.21121,851.28674,0.14278905,188.57135,846.4982,0.15378442,194.00069,841.13635,0.12727098,202.32468,864.4894,0.14741963,38.301147,130.41563,0.8392327,3.4820263,173.03804,43.25951,0.8392327,130.41563,38.44361,76.88722,41.480225,207.40112,35.217358,211.30415,34.752533,243.26773,33.488377,502.32562,0.5712641,0.14281602,0,4,4,1
"86",183.03577,850.47327,0.12341368,188.31476,846.4982,0.17516205,194.00069,841.2216,0.12350678,187.62218,864.4894,0.128826,146.66585,1.9608115,0.6515827,112.35289,261.63113,65.40778,0.6515827,146.66585,54.33365,108.6673,43.016056,215.08029,45.46815,272.8089,39.530277,276.71194,37.63822,564.5733,0.5509085,0.13772713,0,4,4,1
"87",182.86191,834.06744,0.14466043,187.14551,845.2126,0.18982355,192.67462,841.79584,0.15326427,186.9411,862.26184,0.13819556,125.37631,13.280016,11.042734,17.800196,167.49927,41.874817,11.042734,125.37631,53.6413,107.2826,49.8457,249.2285,42.82585,256.9551,44.95482,314.68372,39.941135,599.117,0.62594384,0.15648596,0,4,4,1
"88",182.86191,833.37146,0.14287232,187.106,845.1833,0.19802503,192.62311,841.2216,0.15967113,178.4198,858.6683,0.1469647,5.318538,0.37584326,4.405661,70.671265,80.77131,20.192827,0.37584326,70.671265,31.033821,62.067642,40.87253,204.36266,44.903553,269.42133,39.59256,277.14792,35.633743,534.50616,0.6475332,0.1618833,0,4,4,1
"89",183.03577,833.37146,0.17372759,186.15636,840.43976,0.16337028,192.0003,841.0906,0.16555575,178.18289,858.5343,0.15242468,1.328585,36.968174,4.8635154,2.0798202,45.240093,11.310023,1.328585,36.968174,15.751425,31.50285,36.408993,182.04497,35.945446,215.67268,40.104477,280.73135,31.956976,479.35464,0.6550783,0.16376957,0,4,4,1
"90",183.48056,833.37146,0.17976852,176.41795,830.82806,0.19606036,190.22726,840.16437,0.19110444,177.70514,857.3383,0.18997915,3.3990042,104.561195,15.286443,9.841634,133.08827,33.272068,3.3990042,104.561195,22.291046,44.582092,34.411503,172.05753,35.886173,215.31703,35.563534,248.94475,31.8053,477.0795,0.7569124,0.1892281,0,4,4,1
"91",183.78246,834.21625,0.16307427,176.41795,830.82806,0.18895595,190.22726,839.74176,0.18039063,177.53853,855.9771,0.14927258,6.855496,0,3.2294621,10.479631,20.56459,5.1411476,0,10.479631,19.206608,38.413216,22.358177,111.790886,29.533112,177.19867,31.494026,220.45818,29.030766,435.4615,0.68169343,0.17042336,0,4,4,1
"92",185.26463,834.21625,0.15275542,176.14377,830.82806,0.17651555,190.04393,839.21967,0.13938572,171.29921,844.17426,0.14236426,11.326438,2.0952559,4.228552,102.02143,119.67168,29.91792,2.0952559,102.02143,17.529533,35.059067,19.966797,99.833984,23.618134,141.7088,29.588083,207.1166,30.932583,463.98874,0.6110209,0.15275523,0,4,4,1
"93",186.71477,834.21625,0.1746538,174.82793,832.4213,0.16704732,189.57529,838.726,0.15550062,161.82314,843.269,0.17962722,11.08157,15.790762,5.201555,72.74352,104.81741,26.204353,5.201555,72.74352,28.061136,56.122272,21.169102,105.84551,21.00639,126.03834,23.987595,167.91316,31.772577,476.58865,0.676829,0.16920725,0,4,4,1
"94",186.71477,834.4055,0.18096955,170.58548,832.4213,0.19381091,188.81549,837.20715,0.16707775,161.78438,842.09973,0.18497464,1.446355,32.41974,12.977997,8.940033,55.784122,13.946031,1.446355,32.41974,20.075191,40.150383,21.696304,108.48152,19.965258,119.79154,19.997766,139.98438,30.571407,458.57114,0.72683287,0.18170822,0,4,4,1
"95",186.71477,834.4055,0.15784077,170.58548,832.4213,0.15519375,178.69054,836.80524,0.13517526,161.78438,840.8765,0.13953759,0,0,77.43336,9.347437,86.78079,21.695198,0,77.43336,17.820614,35.641228,19.38093,96.90465,21.69612,130.17671,20.21239,141.48674,31.757553,476.36328,0.5877474,0.14693685,0,4,4,1
"96",170.74576,836.4453,0.15863238,169.9283,825.84314,0.18053852,177.9482,836.80524,0.17710513,160.86603,840.8765,0.18227907,123.02276,50.51912,5.6727805,7.017807,186.23245,46.558113,5.6727805,123.02276,34.126656,68.25331,27.664322,138.32161,23.91046,143.46277,25.247833,176.73483,31.012852,465.19278,0.69855505,0.17463876,0,4,4,1
"97",170.40399,836.7162,0.13889605,169.9283,825.62897,0.20157045,176.8595,837.20715,0.16755596,158.74419,840.8765,0.13702714,3.3325145,1.6366526,8.868398,16.214592,30.052156,7.513039,1.6366526,16.214592,27.035576,54.07115,23.183348,115.91673,24.305775,145.83466,21.567972,150.9758,30.998615,464.97922,0.6450496,0.1612624,0,4,4,1
"98",170.36066,836.7162,0.16122748,169.9283,825.62897,0.21556515,176.60736,837.20715,0.19601093,160.86603,840.35,0.1537531,0.33115512,0,1.9267632,16.706396,18.964314,4.7410784,0,16.706396,6.127059,12.254118,18.890692,94.45346,20.109636,120.657814,21.510818,150.57573,26.977442,404.66162,0.72655666,0.18163916,0,4,4,1
"99",169.97852,836.4453,0.15513185,170.02025,825.84314,0.22661519,175.73758,834.94727,0.18783653,170.1046,833.7267,0.16385984,3.5794468,1.7811109,18.50443,86.86735,110.73234,27.683084,1.7811109,86.86735,16.212082,32.424164,21.638103,108.19051,20.35609,122.13654,21.191557,148.3409,26.581133,398.71698,0.7334434,0.18336084,0,4,4,1
"100",169.97852,824.90186,0.12222399,169.73485,826.842,0.17622559,174.625,834.94727,0.1473415,158.74419,833.7267,0.12586883,88.212265,7.938365,8.502058,86.813484,191.46617,47.866543,7.938365,88.212265,37.774815,75.54963,26.872372,134.36186,26.00951,156.05705,24.286156,170.00308,26.888268,403.32404,0.5716599,0.14291498,0,4,4,1
"101",169.50075,824.4633,0.14839831,169.6525,826.842,0.19701402,174.19534,834.4068,0.16117534,158.74419,832.38416,0.14422928,4.955826,0.6293114,5.2761817,10.259279,21.120598,5.2801495,0.6293114,10.259279,26.573345,53.14669,18.61678,93.08389,23.273668,139.64201,23.048172,161.3372,22.879759,343.19638,0.6508169,0.16270423,0,4,4,1
"102",168.90692,816.9432,0.1481923,169.13086,826.842,0.18612859,173.41586,821.89703,0.13955319,148.40472,826.88184,0.14997141,57.645966,3.9862216,95.78195,89.50318,246.91733,61.729332,3.9862216,95.78195,33.50474,67.00948,29.460037,147.30019,25.802204,154.81323,28.767334,201.37134,24.203394,363.0509,0.6238455,0.15596138,0,4,4,1
"103",152.09117,816.9432,0.094264746,155.15157,818.1845,0.13885085,164.0358,821.89703,0.103109434,147.80951,826.88184,0.10953897,128.50183,125.65342,71.68016,4.5484858,330.38388,82.59597,4.5484858,128.50183,72.16265,144.3253,45.031017,225.15508,38.316025,229.89616,33.9156,237.4092,28.363604,425.45404,0.445764,0.111441,1,4,4,1
"104",150.01193,808.43634,0.111967735,155.15157,815.57336,0.16404866,162.55513,809.13513,0.12485687,147.36856,826.44916,0.18630637,66.920784,19.95373,98.17751,4.7208853,189.77292,47.44323,4.7208853,98.17751,65.0196,130.0392,48.983044,244.91522,45.433052,272.5983,39.61991,277.3394,30.772484,461.58725,0.5871796,0.1467949,0,4,4,1
"105",149.88188,808.43634,0.12862813,141.51302,814.7699,0.1831719,161.79016,809.13513,0.1471893,146.27893,826.44916,0.18626672,0.9938152,104.40315,5.8457046,8.326686,119.56935,29.892338,0.9938152,104.40315,38.667786,77.33557,45.388203,226.94102,45.80126,274.80756,43.212948,302.49066,30.547169,458.20752,0.64525604,0.16131401,0,4,4,1
"106",150.01193,808.43634,0.1261475,141.51302,814.7699,0.18163784,161.25342,819.17725,0.13309668,145.94252,825.65955,0.15893692,0.9938152,0,76.84891,6.558829,84.40155,21.100388,0,76.84891,25.496363,50.992725,48.55225,242.76126,41.340233,248.04141,42.272564,295.90796,31.611118,474.16678,0.59981894,0.14995474,0,4,4,1
"107",151.37178,808.43634,0.14142089,138.38257,808.96027,0.19746947,160.93799,819.17725,0.18446264,145.84015,824.1104,0.19498841,10.391624,50.430668,2.4104362,11.863916,75.09664,18.77416,2.4104362,50.430668,19.937275,39.87455,39.961216,199.80609,43.589237,261.53543,38.11651,266.81555,30.8682,463.023,0.7183414,0.17958535,0,4,4,1
"108",151.37178,803.02997,0.1513274,138.37277,808.7093,0.2073894,159.27454,818.07654,0.17282075,143.90189,822.9752,0.22345638,41.314167,1.9193618,15.24263,17.165098,75.64126,18.910315,1.9193618,41.314167,18.842237,37.684475,27.224087,136.12042,36.452732,218.7164,40.063675,280.44574,30.381931,455.72897,0.7549939,0.18874848,0,4,4,1
"109",152.96562,802.7774,0.15277329,138.37277,808.7093,0.20550655,158.86662,818.07654,0.15781514,143.90189,822.3398,0.17832868,12.331717,0,3.1171725,4.8558536,20.304743,5.0761857,0,12.331717,11.99325,23.9865,18.750677,93.75339,23.53277,141.19661,31.97037,223.79259,29.790607,446.85913,0.6944237,0.17360592,0,4,4,1
"110",153.03424,802.4957,0.117475025,138.38257,808.96027,0.14035605,158.86662,817.333,0.1279609,143.76382,822.2722,0.15333626,2.215458,1.9193618,5.6818757,1.1745986,10.991295,2.7478237,1.1745986,5.6818757,3.9120047,7.8240094,13.3217745,66.60887,16.083534,96.50121,20.563492,143.94444,28.52745,427.91174,0.5391282,0.13478205,0,4,4,1
"111",154.41994,802.4957,0.14315894,152.32304,810.8372,0.16042042,158.53253,806.51306,0.13008498,142.32771,817.47955,0.123768866,10.589151,107.490944,82.72278,38.23325,239.03612,59.75903,10.589151,107.490944,31.253426,62.50685,21.053503,105.26752,21.061317,126.367905,22.322891,156.26024,29.40751,441.11267,0.5574332,0.1393583,0,4,4,1
"112",154.41994,802.7774,0.14118241,153.19629,811.1151,0.16149281,147.96086,806.3073,0.13280123,139.3066,811.9005,0.13676175,2.1525083,7.002874,80.80141,48.48321,138.44,34.61,2.1525083,80.80141,47.184517,94.36903,24.22067,121.103355,23.31292,139.87752,22.996843,160.9779,31.213976,468.20963,0.5722382,0.14305955,0,4,4,1
"113",154.41994,802.7774,0.12972789,153.1979,811.4589,0.15586548,147.96086,806.1328,0.1300427,131.09224,808.6661,0.13666536,0,2.6273484,1.3334824,67.46298,71.42381,17.855953,0,67.46298,26.232977,52.465954,24.009798,120.048996,23.159885,138.9593,22.533352,157.73347,32.0883,481.3245,0.5523014,0.13807535,0,4,4,1
"114",153.2744,808.7261,0.14053203,153.1979,811.4589,0.15400904,147.71686,806.1328,0.12214986,130.94418,808.6661,0.14130896,46.293472,0,1.8646133,1.1314079,49.289494,12.322373,0,46.293472,15.089163,30.178326,25.459036,127.29518,22.061893,132.37137,21.61167,151.28168,31.064253,465.96378,0.55799985,0.13949996,0,4,4,1
"115",153.06586,808.7261,0.1408849,153.1979,811.4589,0.15382086,147.0039,806.1328,0.13147035,130.89311,808.6661,0.14331426,1.5936258,0,5.4482017,0.39027333,7.4321003,1.8580251,0,5.4482017,7.0901995,14.180399,25.281076,126.40538,21.525534,129.1532,19.175627,134.22939,27.997019,419.95526,0.5694904,0.1423726,0,4,4,1
"116",152.99667,808.7261,0.11892234,138.03954,792.22095,0.14610225,147.0039,806.05817,0.12361896,130.94418,809.43005,0.15949626,0.5286822,187.16464,0.5704264,5.8511553,194.1149,48.528725,0.5286822,187.16464,25.193375,50.38675,23.035015,115.17508,29.155684,174.93411,25.383133,177.68193,30.880257,463.20386,0.5481398,0.13703495,0,4,4,1
"117",137.19574,805.8555,0.10236969,137.96136,792.22095,0.14485131,147.0039,805.4234,0.10829531,130.94418,809.43005,0.15120706,122.723236,0.59736186,4.8507233,0,128.17133,32.04283,0,122.723236,40.285778,80.571556,22.521582,112.60791,24.536318,147.21791,29.568134,206.97694,28.901157,433.51733,0.5067234,0.12668085,0,4,4,1
"118",136.04454,805.4769,0.107663825,137.56691,792.22095,0.1594516,147.00531,805.4234,0.118385576,130.6901,809.43005,0.14969236,9.260718,3.014328,0.010727561,1.9416884,14.227463,3.5568657,0.010727561,9.260718,17.799849,35.599697,19.661764,98.30882,19.360796,116.16477,21.539253,150.77478,23.631884,354.47824,0.5351933,0.13379833,0,4,4,1
"119",135.73412,805.4769,0.10220143,137.56691,799.54767,0.16228257,147.00531,805.08124,0.107381195,130.68079,808.17816,0.12323961,2.3721902,55.989006,2.6147263,9.566916,70.54284,17.63571,2.3721902,55.989006,10.596288,21.192575,20.724432,103.622154,19.32409,115.94453,19.114355,133.80048,21.644714,324.67072,0.4951048,0.1237762,0,4,4,1
"120",135.73412,805.2472,0.10851516,137.96136,799.88403,0.19047062,147.00531,804.2507,0.115648076,129.42554,808.17816,0.1357198,1.7555887,3.961466,6.3469844,9.592305,21.656345,5.4140863,1.7555887,9.592305,11.524899,23.049797,21.435644,107.178215,18.172707,109.03624,17.336945,121.35862,20.01283,300.19247,0.55035365,0.13758841,0,4,4,1
"121",135.73412,804.98267,0.10015971,137.70393,800.837,0.16528769,145.17386,804.2507,0.11648366,127.99197,808.17816,0.146295,2.0214455,7.5431857,13.995502,10.954996,34.51513,8.628782,2.0214455,13.995502,7.0214343,14.042869,13.455655,67.278275,19.301167,115.807,16.80929,117.66502,19.18139,287.72086,0.5282261,0.13205652,0,4,4,1
"122",138.84001,804.98267,0.10930459,138.03046,800.9102,0.16641232,144.49371,804.2507,0.15059929,126.48969,795.1912,0.19014448,23.734495,2.5572097,5.197503,99.90477,131.39398,32.848495,2.5572097,99.90477,20.73864,41.47728,13.616788,68.08394,16.687796,100.12677,21.2365,148.6555,20.11968,301.7952,0.6164607,0.15411517,0,4,4,1
"123",138.84001,804.98267,0.124637656,138.03046,800.9102,0.16186847,143.90202,804.2507,0.15955766,124.698715,794.94006,0.17546669,0,0,4.52155,13.820132,18.341682,4.5854206,0,13.820132,18.716957,37.433914,13.822499,69.112495,12.11156,72.66936,14.958884,104.71219,19.164688,287.4703,0.6215304,0.1553826,0,4,4,1
"124",138.84001,804.54047,0.12162676,137.70393,800.9102,0.13876879,143.07213,804.2507,0.14790033,125.46632,794.8288,0.13256729,3.3791816,2.4952073,6.341854,5.927124,18.143368,4.535842,2.4952073,6.341854,4.5606313,9.121263,11.202525,56.012627,12.274723,73.64834,11.029315,77.2052,19.128664,286.92996,0.54086316,0.13521579,0,4,4,1
"125",121.84559,793.37134,0.13096784,122.23328,793.5139,0.18677765,142.8317,803.85376,0.17138994,125.46632,794.8288,0.16839392,155.40402,131.03917,3.546192,0,289.98938,72.497345,0,155.40402,38.516594,77.03319,24.619177,123.09589,21.41833,128.50998,20.877954,146.14568,23.778633,356.67947,0.65752935,0.16438234,0,4,4,1
"126",121.84559,792.81757,0.1490424,122.22099,792.70795,0.20361342,132.3029,789.8837,0.15210865,124.09078,794.8288,0.19154055,4.2317896,6.1597342,133.67989,10.511494,154.5829,38.645725,4.2317896,133.67989,55.571533,111.14307,30.622566,153.11282,26.956936,161.74161,23.879385,167.1557,22.371078,335.5662,0.69630504,0.17407626,0,4,4,1
"127",120.30846,792.0644,0.13639292,121.35614,791.9229,0.19727042,131.17152,789.8646,0.14832638,124.09078,795.1908,0.18273687,13.08068,8.925652,8.646947,2.7663114,33.41959,8.3548975,2.7663114,13.08068,23.50031,47.00062,25.723846,128.61923,26.911287,161.46773,24.299501,170.09651,20.620739,309.31107,0.6647266,0.16618165,0,4,4,1
"128",121.84559,792.0644,0.10115105,120.96346,785.188,0.15214324,128.93579,776.2326,0.13080722,113.00578,795.1963,0.13511932,11.7463875,51.554043,105.56426,84.70885,253.57353,63.393383,11.7463875,105.56426,35.87414,71.74828,37.48544,187.42719,32.0021,192.01262,32.123016,224.86111,23.656567,354.8485,0.5192208,0.1298052,0,4,4,1
"129",121.90485,792.0644,0.109076306,120.45931,784.5523,0.15559733,128.31529,775.9332,0.1465675,113.00578,795.1963,0.16857147,0.45283133,6.199993,5.26475,0,11.917574,2.9793935,0,6.199993,33.18639,66.37278,37.17415,185.87074,31.73443,190.40659,27.856,194.992,23.0337,345.50552,0.57981265,0.14495316,0,4,4,1
"130",121.90485,792.0644,0.10086303,119.73083,783.78314,0.15172392,128.15059,775.9021,0.14156088,112.6988,795.1963,0.1537677,0,8.095592,1.2809036,2.345896,11.722391,2.9305978,0,8.095592,2.9549956,5.9099913,23.2608,116.304,31.46689,188.80135,27.619598,193.33719,23.105207,346.5781,0.5479156,0.1369789,0,4,4,1
"131",121.330956,792.0644,0.11620152,110.73187,777.8927,0.1730383,127.79441,775.9332,0.14489315,112.78117,795.2852,0.15781358,4.385532,82.19008,2.7322016,0.92631805,90.23412,22.55853,0.92631805,82.19008,12.744564,25.489128,20.04336,100.216805,23.143755,138.86253,30.194267,211.35988,21.373861,320.6079,0.5919466,0.14798665,0,4,4,1
"132",121.330956,788.132,0.10408687,108.082405,766.84216,0.18991335,127.06828,775.9021,0.14912586,112.6988,795.2852,0.18492532,30.05023,86.83873,5.553985,0.62948626,123.07243,30.768108,0.62948626,86.83873,26.663319,53.326637,24.526003,122.63001,21.830818,130.98491,24.232948,169.63063,21.28888,319.3332,0.6280514,0.15701285,0,4,4,1
"133",121.330956,787.6417,0.11443973,108.082405,766.84216,0.18352735,127.01984,775.6866,0.15992934,112.64387,795.2852,0.17057043,3.7467172,0,1.6880125,0.41977412,5.8545036,1.4636259,0,3.7467172,16.115868,32.231735,12.140051,60.700256,20.682274,124.09364,18.921219,132.44853,21.14933,317.23993,0.62846684,0.15711671,0,4,4,1
"134",121.330956,787.6417,0.12119813,107.48007,766.84216,0.17824645,126.78964,775.4703,0.16111147,112.64387,795.4022,0.15569405,0,4.6028814,2.4138598,0.89411885,7.91086,1.977715,0,4.6028814,1.7206705,3.441341,11.939715,59.698578,10.446328,62.67797,18.010193,126.07136,20.105463,301.58194,0.6162501,0.15406252,0,4,4,1
"135",120.62159,787.59863,0.12847903,110.29996,777.0864,0.20914912,126.78964,775.4703,0.16905378,112.78117,795.4022,0.17707348,5.4307914,81.195816,0,1.0492604,87.67587,21.918968,0,81.195816,11.948341,23.896683,15.73739,78.68695,13.602924,81.617546,12.085278,84.59694,21.20579,318.08682,0.6837554,0.17093885,0,4,4,1
"136",120.62159,787.1897,0.120477416,110.29996,777.06506,0.19957837,126.769325,775.2922,0.18911059,112.9754,795.4022,0.16757083,3.124985,0.16324548,1.369828,1.4842513,6.142309,1.5355773,0.16324548,3.124985,11.727273,23.454546,11.532799,57.663994,13.37042,80.22253,11.879018,83.15312,20.732908,310.99362,0.6767372,0.1691843,0,4,4,1
"137",120.62159,776.7408,0.11783709,121.267876,777.0864,0.18030612,126.78964,775.1822,0.17286563,112.9754,793.958,0.14137687,79.84803,83.8143,0.8547008,11.036327,175.55336,43.88834,0.8547008,83.8143,22.711958,45.423916,14.156845,70.784225,16.925388,101.55234,17.730124,124.11086,21.468899,322.03348,0.6123857,0.15309642,0,4,4,1
